Id^User^Host^db^Command^Time^State^Query_id^Progress
78119^cboss^192.168.13.55:47510^information_schema^Query^0^Filling schema table^78999788^0
78111^cboss^%^eems^Connect^11^Statistics^78999787^0
70173^cboss^192.168.41.202:50883^bb_customer^Sleep^6502^^69325430^0
70166^cboss^192.168.41.202:50882^bb_customer^Sleep^6502^^69325429^0
70159^cboss^192.168.41.202:50881^bb_customer^Sleep^6502^^69325431^0
66474^cboss^192.168.73.14:52726^bb_product^Sleep^2205^^74044244^0
66473^cboss^192.168.73.14:52724^bb_product^Sleep^2205^^74044242^0
66472^cboss^192.168.73.14:52722^bb_product^Sleep^2205^^74044246^0
7^event_scheduler^localhost^^Daemon^164093^Waiting for next activation^0^0
5^system user^^^Daemon^0^InnoDB shutdown handler^0^0
2^system user^^^Daemon^0^InnoDB purge worker^0^0
4^system user^^^Daemon^0^InnoDB purge worker^0^0
1^system user^^^Daemon^0^InnoDB purge coordinator^0^0
3^system user^^^Daemon^0^InnoDB purge worker^0^0
